,Região,UF,Cidade,Sexo,Faixa Etária,Data Finalização,Tempo Resposta,Nome Fantasia,Segmento de Mercado,Área,Assunto,Grupo Problema,Problema,Como Comprou Contratou,Procurou Empresa,Respondida,Situação,Avaliação Reclamação,Nota do Consumidor,Total,ï»¿RegiÃ£o,Faixa EtÃ¡ria,Data FinalizaÃ§Ã£o,Ãrea,SituaÃ§Ã£o,AvaliaÃ§Ã£o ReclamaÃ§Ã£o
942,SE,RJ,Nova Iguaçu,M,mais de 70 anos,15/02/2019,3.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,1.0,1,,,,,,
943,S ,RS,Canoas,F,entre 21 a 30 anos,19/02/2019,1.0,RGE - Rio Grande Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Má qualidade do serviço,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
944,SE,RJ,Pinheiral,M,entre 31 a 40 anos,20/02/2019,2.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Saúde e Segurança,"Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto",Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
945,SE,SP,Mogi das Cruzes,F,entre 31 a 40 anos,06/02/2019,2.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
946,SE,RJ,Rio de Janeiro,F,entre 31 a 40 anos,28/02/2019,1.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
947,NE,CE,Fortaleza,M,entre 31 a 40 anos,27/02/2019,8.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
948,SE,RJ,Nilópolis,M,entre 31 a 40 anos,25/02/2019,6.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
949,SE,RJ,Nova Iguaçu,F,entre 61 a 70 anos,21/02/2019,2.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Telefone,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
950,SE,SP,Campinas,M,entre 31 a 40 anos,15/02/2019,0.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
951,S ,PR,São Mateus do Sul,M,entre 41 a 50 anos,01/02/2019,0.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
952,S ,PR,Curitiba,M,entre 31 a 40 anos,27/02/2019,1.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
953,S ,RS,Santa Maria,M,entre 21 a 30 anos,27/02/2019,0.0,RGE - Rio Grande Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,S,Finalizada avaliada,Não Resolvida,2.0,1,,,,,,
954,NE,CE,Fortaleza,M,entre 31 a 40 anos,13/02/2019,1.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,S,Finalizada avaliada,Resolvida,1.0,1,,,,,,
955,NE,BA,Salvador,M,entre 31 a 40 anos,16/02/2019,1.0,Coelba,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Loja física,S,S,Finalizada avaliada,Resolvida,3.0,1,,,,,,
956,SE,RJ,Duque de Caxias,M,entre 31 a 40 anos,26/02/2019,8.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Saúde e Segurança,"Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto",Não comprei / contratei,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
957,NE,CE,Fortaleza,F,entre 21 a 30 anos,16/02/2019,0.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Domicílio,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
958,SE,RJ,Rio de Janeiro,F,entre 41 a 50 anos,18/02/2019,0.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Saúde e Segurança,"Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto",Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,1.0,1,,,,,,
959,S ,RS,Rio Pardo,F,entre 31 a 40 anos,19/02/2019,2.0,RGE - Rio Grande Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
960,SE,SP,Campinas,F,entre 31 a 40 anos,18/02/2019,1.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
961,SE,RJ,Rio de Janeiro,F,entre 31 a 40 anos,28/02/2019,1.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
962,S ,PR,São Mateus do Sul,F,entre 41 a 50 anos,04/02/2019,0.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
963,NE,CE,Eusébio,M,entre 31 a 40 anos,19/02/2019,0.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,3.0,1,,,,,,
964,NE,MA,São Luís,M,entre 61 a 70 anos,28/02/2019,10.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
965,N ,RO,Porto Velho,F,entre 21 a 30 anos,25/02/2019,7.0,Enel Distribuição Goiás (CELG),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Contrato / Oferta,Dificuldade para rescindir o contrato / cancelar o serviço,Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,5.0,1,,,,,,
966,SE,SP,Jundiaí,F,entre 31 a 40 anos,28/02/2019,0.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,3.0,1,,,,,,
967,SE,RJ,Rio de Janeiro,F,entre 31 a 40 anos,07/02/2019,9.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,N,S,Finalizada avaliada,Resolvida,4.0,1,,,,,,
968,SE,SP,Sorocaba,F,entre 21 a 30 anos,19/02/2019,0.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
969,SE,RJ,Rio de Janeiro,F,entre 41 a 50 anos,26/02/2019,6.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,S,Finalizada avaliada,Resolvida,3.0,1,,,,,,
970,SE,RJ,Mendes,F,entre 51 a 60 anos,28/02/2019,1.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
971,NE,CE,Aquiraz,F,entre 21 a 30 anos,05/02/2019,1.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Telefone,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
972,SE,RJ,Rio de Janeiro,M,entre 21 a 30 anos,01/02/2019,2.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
973,SE,RJ,Duque de Caxias,F,entre 31 a 40 anos,19/02/2019,3.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,S,Finalizada avaliada,Não Resolvida,4.0,1,,,,,,
974,SE,SP,Barretos,M,entre 41 a 50 anos,28/02/2019,0.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,2.0,1,,,,,,
975,NE,CE,Caucaia,M,entre 21 a 30 anos,18/02/2019,2.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
976,SE,RJ,Rio de Janeiro,M,entre 31 a 40 anos,28/02/2019,1.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
977,NE,CE,Fortaleza,M,entre 31 a 40 anos,27/02/2019,7.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,S,Finalizada avaliada,Não Resolvida,2.0,1,,,,,,
978,SE,SP,Barrinha,M,entre 21 a 30 anos,28/02/2019,0.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
979,CO,DF,Brasília,M,entre 31 a 40 anos,19/02/2019,7.0,Enel Distribuição Goiás (CELG),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
980,S ,RS,São Leopoldo,F,entre 41 a 50 anos,27/02/2019,1.0,RGE - Rio Grande Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Loja física,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
981,SE,RJ,Nova Iguaçu,M,entre 51 a 60 anos,15/02/2019,3.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
982,SE,SP,Pedro de Toledo,F,entre 61 a 70 anos,14/02/2019,2.0,Elektro,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
983,SE,RJ,Rio de Janeiro,F,mais de 70 anos,05/02/2019,0.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
984,NE,MA,São Luís,M,entre 61 a 70 anos,21/02/2019,9.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
985,SE,RJ,Nova Iguaçu,F,entre 51 a 60 anos,20/02/2019,2.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Não comprei / contratei,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
986,S ,PR,São Mateus do Sul,M,entre 21 a 30 anos,02/02/2019,1.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
987,SE,SP,Sorocaba,F,entre 31 a 40 anos,16/02/2019,1.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,2.0,1,,,,,,
988,NE,MA,São Luís,M,entre 41 a 50 anos,25/02/2019,8.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
989,NE,CE,Itapipoca,F,entre 31 a 40 anos,11/02/2019,0.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
990,S ,RS,São Francisco de Assis,F,entre 51 a 60 anos,18/02/2019,0.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
991,SE,RJ,Rio de Janeiro,F,entre 31 a 40 anos,25/02/2019,7.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
992,SE,SP,Jundiaí,M,entre 31 a 40 anos,18/02/2019,0.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Telefone,S,S,Finalizada avaliada,Não Resolvida,2.0,1,,,,,,
993,S ,PR,Almirante Tamandaré,M,entre 31 a 40 anos,12/02/2019,,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Contrato / Oferta,Dificuldade para contratar / recusa injustificada,Não comprei / contratei,S,N,Finalizada não avaliada,Não Avaliada,,1,,,,,,
994,S ,PR,São Mateus do Sul,M,entre 41 a 50 anos,04/02/2019,0.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
995,SE,SP,São Paulo,F,entre 21 a 30 anos,12/02/2019,0.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Serviço não realizado no prazo ou incompleto,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
996,NE,CE,Fortaleza,M,entre 31 a 40 anos,27/02/2019,0.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Serviço não realizado no prazo ou incompleto,Loja física,S,S,Finalizada avaliada,Resolvida,3.0,1,,,,,,
997,NE,MA,Maracaçumé,F,entre 31 a 40 anos,21/02/2019,4.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
998,NE,MA,Timon,M,entre 31 a 40 anos,04/02/2019,10.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Saúde e Segurança,"Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto",Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
999,SE,RJ,Rio de Janeiro,F,entre 41 a 50 anos,11/02/2019,1.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1000,SE,RJ,Rio de Janeiro,M,entre 31 a 40 anos,18/02/2019,4.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Serviço não realizado no prazo ou incompleto,Internet,N,S,Finalizada avaliada,Resolvida,4.0,1,,,,,,
1001,S ,PR,São Mateus do Sul,M,entre 51 a 60 anos,26/02/2019,1.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1002,NE,MA,São João do Soter,F,entre 61 a 70 anos,18/02/2019,,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,N,N,Finalizada avaliada,Resolvida,5.0,1,,,,,,
1003,CO,GO,Goiânia,M,entre 31 a 40 anos,12/02/2019,3.0,Enel Distribuição Goiás (CELG),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1004,SE,SP,Praia Grande,F,mais de 70 anos,27/02/2019,0.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Loja física,S,S,Finalizada avaliada,Não Resolvida,3.0,1,,,,,,
1005,NE,MA,Bom Jesus das Selvas,M,até 20 anos,08/02/2019,9.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Serviço não realizado no prazo ou incompleto,Telefone,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1006,S ,RS,Taquari,F,entre 31 a 40 anos,12/02/2019,0.0,RGE - Rio Grande Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1007,CO,MS,Dourados,M,entre 31 a 40 anos,26/02/2019,0.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1008,S ,PR,São Mateus do Sul,F,entre 31 a 40 anos,02/02/2019,1.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1009,S ,PR,São Mateus do Sul,F,mais de 70 anos,04/02/2019,0.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1010,NE,CE,Caucaia,F,entre 61 a 70 anos,02/02/2019,1.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,Dificuldade de contato / acesso a outros canais (exceto SAC),Domicílio,N,S,Finalizada avaliada,Resolvida,1.0,1,,,,,,
1011,S ,RS,Est?ncia Velha,M,entre 41 a 50 anos,13/02/2019,1.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1012,NE,CE,Itaitinga,F,entre 21 a 30 anos,05/02/2019,1.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1013,SE,RJ,Rio de Janeiro,F,entre 41 a 50 anos,05/02/2019,3.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1014,SE,RJ,Rio de Janeiro,M,entre 41 a 50 anos,04/02/2019,2.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,Má qualidade no atendimento presencial ou outros canais (exceto SAC),Telefone,S,S,Finalizada avaliada,Resolvida,4.0,1,,,,,,
1015,SE,RJ,Rio de Janeiro,F,entre 21 a 30 anos,13/02/2019,2.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,4.0,1,,,,,,
1016,CO,GO,Goiânia,M,entre 31 a 40 anos,12/02/2019,10.0,Enel Distribuição Goiás (CELG),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1017,SE,RJ,Rio de Janeiro,F,entre 31 a 40 anos,04/02/2019,3.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Dificuldadede de contato / acesso,Internet,S,S,Finalizada avaliada,Resolvida,3.0,1,,,,,,
1018,SE,RJ,Nova Iguaçu,M,entre 61 a 70 anos,26/02/2019,1.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1019,SE,RJ,Seropédica,F,entre 51 a 60 anos,04/02/2019,6.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1020,NE,MA,Bacabal,F,entre 41 a 50 anos,04/02/2019,10.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
1021,SE,RJ,Rio de Janeiro,F,entre 61 a 70 anos,05/02/2019,6.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
1022,CO,DF,Brasília,M,entre 31 a 40 anos,09/02/2019,9.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,Má qualidade no atendimento presencial ou outros canais (exceto SAC),Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
