,Região,UF,Cidade,Sexo,Faixa Etária,Data Finalização,Tempo Resposta,Nome Fantasia,Segmento de Mercado,Área,Assunto,Grupo Problema,Problema,Como Comprou Contratou,Procurou Empresa,Respondida,Situação,Avaliação Reclamação,Nota do Consumidor,Total,ï»¿RegiÃ£o,Faixa EtÃ¡ria,Data FinalizaÃ§Ã£o,Ãrea,SituaÃ§Ã£o,AvaliaÃ§Ã£o ReclamaÃ§Ã£o
4509,NE,BA,Salvador,M,entre 31 a 40 anos,12/11/2019,4.0,Coelba,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4510,NE,CE,Iguatu,F,entre 41 a 50 anos,08/11/2019,10.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4511,NE,CE,Fortaleza,M,entre 21 a 30 anos,09/11/2019,10.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Contrato / Oferta,Dificuldade para contratar / recusa injustificada,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4512,CO,MT,Rondonópolis,F,entre 51 a 60 anos,14/11/2019,1.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4513,NE,CE,Fortaleza,F,mais de 70 anos,09/11/2019,10.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4514,CO,MT,Várzea Grande,M,entre 51 a 60 anos,01/11/2019,0.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
4515,SE,SP,Mauá,F,entre 41 a 50 anos,29/11/2019,2.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4516,CO,GO,Aparecida de Goiânia,M,entre 51 a 60 anos,12/11/2019,8.0,Enel Distribuição Goiás (CELG),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4517,SE,RJ,Campos dos Goytacazes,M,entre 41 a 50 anos,01/11/2019,10.0,Enel Distribuição Rio (Ampla),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4518,SE,SP,São Paulo,F,entre 31 a 40 anos,26/11/2019,6.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4519,NE,CE,Cascavel,F,entre 21 a 30 anos,30/11/2019,10.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
4520,SE,SP,Barretos,M,entre 31 a 40 anos,01/11/2019,1.0,CPFL Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Loja física,S,S,Finalizada avaliada,Resolvida,5.0,1,,,,,,
4521,SE,SP,São Simão,M,entre 21 a 30 anos,26/11/2019,6.0,CPFL Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Telefone,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4522,CO,MT,Cuiabá,M,entre 21 a 30 anos,12/11/2019,1.0,Energisa Mato Grosso,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
4523,NE,MA,Timon,M,entre 31 a 40 anos,07/11/2019,7.0,CEMAR,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4524,SE,RJ,Angra dos Reis,F,entre 31 a 40 anos,01/11/2019,1.0,Enel Distribuição Rio (Ampla),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Domicílio,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4525,SE,SP,Taboão da Serra,F,entre 51 a 60 anos,26/11/2019,8.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
4526,S ,RS,Três Coroas,M,entre 31 a 40 anos,26/11/2019,7.0,RGE - Rio Grande Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Contrato / Oferta,Dificuldade para contratar / recusa injustificada,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
4527,NE,BA,Salvador,M,entre 51 a 60 anos,29/11/2019,8.0,Coelba,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4528,SE,SP,São Paulo,M,entre 51 a 60 anos,26/11/2019,5.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4529,NE,CE,Fortaleza,M,entre 41 a 50 anos,20/11/2019,10.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,2.0,1,,,,,,
4530,SE,SP,Jundiaí,F,entre 51 a 60 anos,12/11/2019,2.0,CPFL Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,Dificuldade de contato / acesso a outros canais (exceto SAC),Domicílio,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
4531,SE,SP,São Paulo,F,entre 51 a 60 anos,13/11/2019,0.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Descortesia / despreparo / demora,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4532,NE,CE,Fortaleza,F,entre 21 a 30 anos,11/11/2019,11.0,Enel Distribuição Ceará (Coelce),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4533,N ,RO,Porto Velho,M,entre 31 a 40 anos,26/11/2019,0.0,Eletrobrás Distribuição Rondônia (Ceron),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Má qualidade do serviço,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
4534,S ,PR,São José dos Pinhais,F,entre 21 a 30 anos,08/11/2019,1.0,Copel - Companhia Paranaense de Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4535,S ,PR,Curitiba,M,entre 21 a 30 anos,08/11/2019,1.0,Copel - Companhia Paranaense de Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Telefone,N,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4536,NE,BA,Salvador,F,entre 31 a 40 anos,18/11/2019,5.0,Coelba,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Informação,Informações incompletas / inadequadas sobre o serviço,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
4537,SE,SP,Itapuí,F,entre 31 a 40 anos,26/11/2019,6.0,CPFL Energia,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4538,SE,SP,São Paulo,F,entre 41 a 50 anos,13/11/2019,0.0,Enel Distribuição São Paulo (Eletropaulo),Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
4539,SE,RJ,São João de Meriti,M,entre 41 a 50 anos,13/11/2019,4.0,Light,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança submetendo a ofensa, constrangimento ou ameaça",Domicílio,S,S,Finalizada não avaliada,Não Avaliada,,1,,,,,,
